gender,age,category,quantity,price,payment_method,datetime,shopping_mall,year,month
Female,20,Shoes,1,600.17,Cash,2021-08-03,Metrocity,2021,August
Female,50,Clothing,1,300.08,Cash,2022-02-06,Metrocity,2022,February
Male,24,Cosmetics,4,162.64,Credit Card,2021-09-13,Metropol AVM,2021,September
Female,42,Clothing,2,600.16,Cash,2021-07-12,Mall of Istanbul,2021,July
Female,19,Food & Beverage,2,10.46,Cash,2021-12-16,Kanyon,2021,December
Male,53,Cosmetics,3,121.98,Credit Card,2021-02-12,Metrocity,2021,February
Male,30,Shoes,4,2400.68,Credit Card,2022-11-03,Emaar Square Mall,2022,November
Female,62,Clothing,3,900.24,Cash,2021-12-31,Metrocity,2021,December
Female,45,Souvenir,4,46.92,Cash,2021-07-12,Mall of Istanbul,2021,July
Male,62,Toys,2,71.68,Credit Card,2021-11-01,Zorlu Center,2021,November
Female,21,Food & Beverage,5,26.15,Debit Card,2022-11-08,Zorlu Center,2022,November
Female,21,Toys,3,107.52,Credit Card,2021-09-02,Metropol AVM,2021,September
Female,20,Cosmetics,3,121.98,Cash,2022-01-05,Zorlu Center,2022,January
Female,41,Clothing,5,1500.4,Credit Card,2023-01-23,Mall of Istanbul,2023,January
Female,42,Clothing,1,300.08,Cash,2022-07-22,Metrocity,2022,July
Female,28,Food & Beverage,5,26.15,Debit Card,2021-01-08,Metrocity,2021,January
Female,54,Clothing,3,900.24,Credit Card,2022-08-29,Viaport Outlet,2022,August
Male,29,Clothing,4,1200.32,Debit Card,2022-07-30,Mall of Istanbul,2022,July
Male,24,Shoes,4,2400.68,Debit Card,2021-12-02,Emaar Square Mall,2021,December
Female,63,Cosmetics,1,40.66,Credit Card,2021-10-01,Mall of Istanbul,2021,October
Female,50,Clothing,3,900.24,Cash,2022-01-08,Istinye Park,2022,January
Male,18,Food & Beverage,2,10.46,Cash,2022-01-28,Mall of Istanbul,2022,January
Female,67,Clothing,1,300.08,Credit Card,2022-05-16,Metrocity,2022,May
Female,42,Toys,4,143.36,Cash,2021-04-01,Zorlu Center,2021,April
Female,51,Cosmetics,1,40.66,Credit Card,2021-10-19,Metropol AVM,2021,October
Female,24,Clothing,4,1200.32,Cash,2022-05-31,Emaar Square Mall,2022,May
Female,39,Books,3,45.45,Cash,2021-06-29,Cevahir AVM,2021,June
Female,29,Shoes,5,3000.85,Credit Card,2022-08-28,Metropol AVM,2022,August
Female,43,Souvenir,2,23.46,Cash,2021-06-27,Kanyon,2021,June
Female,18,Shoes,5,3000.85,Credit Card,2022-06-12,Metropol AVM,2022,June
Female,54,Clothing,3,900.24,Cash,2022-05-13,Kanyon,2022,May
Male,40,Clothing,5,1500.4,Debit Card,2021-07-31,Mall of Istanbul,2021,July
Male,57,Clothing,5,1500.4,Cash,2021-09-22,Metropol AVM,2021,September
Female,64,Toys,2,71.68,Cash,2021-06-30,Mall of Istanbul,2021,June
Female,42,Cosmetics,4,162.64,Debit Card,2021-05-31,Metropol AVM,2021,May
Male,55,Clothing,5,1500.4,Cash,2022-05-03,Mall of Istanbul,2022,May
Female,24,Clothing,4,1200.32,Credit Card,2022-06-24,Kanyon,2022,June
Female,53,Clothing,4,1200.32,Debit Card,2022-11-21,Kanyon,2022,November
Female,37,Shoes,2,1200.34,Cash,2022-08-17,Kanyon,2022,August
Male,61,Clothing,5,1500.4,Cash,2021-10-28,Zorlu Center,2021,October
Female,36,Cosmetics,1,40.66,Debit Card,2021-04-12,Metropol AVM,2021,April
Female,67,Clothing,4,1200.32,Credit Card,2022-11-27,Kanyon,2022,November
Male,64,Cosmetics,4,162.64,Cash,2021-10-16,Cevahir AVM,2021,October
Female,54,Cosmetics,2,81.32,Debit Card,2021-02-21,Mall of Istanbul,2021,February
Female,35,Food & Beverage,4,20.92,Debit Card,2022-09-05,Cevahir AVM,2022,September
Male,52,Clothing,2,600.16,Credit Card,2021-08-05,Kanyon,2021,August
Female,54,Cosmetics,3,121.98,Cash,2021-12-20,Zorlu Center,2021,December
Male,61,Cosmetics,4,162.64,Debit Card,2021-03-10,Metrocity,2021,March
Female,24,Toys,2,71.68,Cash,2022-05-04,Forum Istanbul,2022,May
Female,43,Cosmetics,5,203.3,Credit Card,2023-01-31,Metropol AVM,2023,January
Male,18,Books,2,30.3,Debit Card,2022-06-30,Kanyon,2022,June
Female,51,Clothing,1,300.08,Credit Card,2022-08-03,Mall of Istanbul,2022,August
Female,64,Food & Beverage,5,26.15,Debit Card,2021-07-21,Metropol AVM,2021,July
Female,30,Clothing,5,1500.4,Credit Card,2021-11-15,Metrocity,2021,November
Male,32,Clothing,1,300.08,Credit Card,2021-05-15,Mall of Istanbul,2021,May
Male,66,Clothing,5,1500.4,Credit Card,2021-03-31,Metropol AVM,2021,March
Female,57,Clothing,1,300.08,Debit Card,2021-01-16,Istinye Park,2021,January
Female,25,Toys,5,179.2,Debit Card,2022-01-18,Mall of Istanbul,2022,January
Female,67,Food & Beverage,4,20.92,Cash,2023-02-13,Metropol AVM,2023,February
Female,47,Toys,5,179.2,Credit Card,2022-08-02,Forum Istanbul,2022,August
Male,46,Toys,2,71.68,Credit Card,2022-10-28,Cevahir AVM,2022,October
Female,48,Food & Beverage,1,5.23,Credit Card,2021-11-22,Emaar Square Mall,2021,November
Female,20,Food & Beverage,1,5.23,Cash,2021-10-07,Kanyon,2021,October
Male,29,Food & Beverage,5,26.15,Credit Card,2022-06-15,Emaar Square Mall,2022,June
Male,57,Souvenir,3,35.19,Credit Card,2022-06-14,Mall of Istanbul,2022,June
Male,69,Cosmetics,5,203.3,Credit Card,2021-12-24,Mall of Istanbul,2021,December
Female,42,Souvenir,1,11.73,Credit Card,2022-10-15,Metropol AVM,2022,October
Female,43,Toys,3,107.52,Credit Card,2022-04-23,Mall of Istanbul,2022,April
Female,57,Food & Beverage,1,5.23,Credit Card,2021-04-09,Mall of Istanbul,2021,April
Female,51,Shoes,4,2400.68,Debit Card,2022-11-14,Metropol AVM,2022,November
Female,64,Souvenir,1,11.73,Credit Card,2021-12-21,Mall of Istanbul,2021,December
Female,19,Food & Beverage,5,26.15,Debit Card,2021-06-24,Emaar Square Mall,2021,June
Female,23,Souvenir,5,58.65,Cash,2023-02-17,Metropol AVM,2023,February
Male,66,Cosmetics,2,81.32,Cash,2023-01-20,Metropol AVM,2023,January
Female,38,Food & Beverage,3,15.69,Cash,2022-12-30,Istinye Park,2022,December
Male,23,Cosmetics,1,40.66,Cash,2021-04-15,Kanyon,2021,April
Male,44,Cosmetics,3,121.98,Credit Card,2022-05-12,Metrocity,2022,May
Male,44,Shoes,4,2400.68,Credit Card,2022-12-24,Viaport Outlet,2022,December
Female,59,Toys,3,107.52,Credit Card,2022-10-20,Istinye Park,2022,October
Male,68,Clothing,2,600.16,Debit Card,2021-09-25,Metropol AVM,2021,September
Female,66,Technology,2,2100.0,Debit Card,2021-11-15,Metrocity,2021,November
Female,63,Food & Beverage,1,5.23,Cash,2021-12-27,Forum Istanbul,2021,December
Female,22,Cosmetics,2,81.32,Credit Card,2021-04-21,Mall of Istanbul,2021,April
Female,33,Clothing,2,600.16,Credit Card,2021-09-07,Kanyon,2021,September
Female,31,Food & Beverage,1,5.23,Cash,2022-03-07,Mall of Istanbul,2022,March
Female,58,Souvenir,1,11.73,Debit Card,2021-10-25,Mall of Istanbul,2021,October
Female,50,Clothing,2,600.16,Credit Card,2023-07-02,Mall of Istanbul,2023,July
Male,23,Clothing,4,1200.32,Credit Card,2022-04-28,Kanyon,2022,April
Female,35,Souvenir,1,11.73,Cash,2022-07-10,Metropol AVM,2022,July
Male,69,Clothing,5,1500.4,Credit Card,2021-09-08,Kanyon,2021,September
Female,48,Clothing,4,1200.32,Cash,2023-02-14,Viaport Outlet,2023,February
Male,26,Clothing,2,600.16,Credit Card,2022-07-08,Cevahir AVM,2022,July
Female,40,Food & Beverage,3,15.69,Debit Card,2022-12-23,Kanyon,2022,December
Male,19,Food & Beverage,2,10.46,Cash,2022-04-11,Kanyon,2022,April
Female,37,Clothing,3,900.24,Cash,2021-05-17,Metrocity,2021,May
Male,65,Clothing,4,1200.32,Credit Card,2022-08-28,Metrocity,2022,August
Female,31,Shoes,1,600.17,Credit Card,2022-11-29,Kanyon,2022,November
Female,30,Cosmetics,4,162.64,Debit Card,2021-08-06,Metrocity,2021,August
Male,58,Clothing,1,300.08,Debit Card,2021-12-30,Mall of Istanbul,2021,December
Male,41,Books,3,45.45,Cash,2022-09-04,Kanyon,2022,September
Female,43,Clothing,4,1200.32,Cash,2022-08-10,Mall of Istanbul,2022,August
Female,22,Cosmetics,1,40.66,Credit Card,2021-06-25,Mall of Istanbul,2021,June
Female,55,Souvenir,4,46.92,Debit Card,2021-06-17,Istinye Park,2021,June
Male,40,Cosmetics,4,162.64,Debit Card,2021-01-20,Metropol AVM,2021,January
Female,20,Food & Beverage,2,10.46,Cash,2021-03-11,Istinye Park,2021,March
Female,44,Shoes,5,3000.85,Cash,2022-11-19,Metropol AVM,2022,November
Male,63,Shoes,2,1200.34,Credit Card,2021-02-03,Istinye Park,2021,February
Female,68,Clothing,3,900.24,Credit Card,2022-06-28,Forum Istanbul,2022,June
Male,37,Shoes,4,2400.68,Credit Card,2022-06-10,Mall of Istanbul,2022,June
Male,32,Technology,4,4200.0,Credit Card,2021-06-01,Kanyon,2021,June
Male,23,Toys,2,71.68,Credit Card,2021-07-17,Cevahir AVM,2021,July
Male,58,Food & Beverage,4,20.92,Debit Card,2022-09-29,Mall of Istanbul,2022,September
Female,57,Clothing,1,300.08,Credit Card,2021-02-27,Kanyon,2021,February
Male,31,Shoes,4,2400.68,Cash,2022-10-07,Emaar Square Mall,2022,October
Female,31,Cosmetics,5,203.3,Credit Card,2022-11-05,Mall of Istanbul,2022,November
Male,46,Cosmetics,1,40.66,Cash,2023-02-22,Istinye Park,2023,February
Female,60,Clothing,3,900.24,Debit Card,2022-10-24,Cevahir AVM,2022,October
Female,30,Food & Beverage,2,10.46,Credit Card,2021-02-08,Istinye Park,2021,February
Female,52,Clothing,4,1200.32,Credit Card,2021-07-02,Metrocity,2021,July
Female,60,Food & Beverage,5,26.15,Cash,2022-05-11,Istinye Park,2022,May
Male,24,Shoes,2,1200.34,Cash,2022-05-26,Mall of Istanbul,2022,May
Male,51,Clothing,5,1500.4,Cash,2023-02-25,Kanyon,2023,February
Male,36,Clothing,2,600.16,Debit Card,2022-04-02,Mall of Istanbul,2022,April
Male,60,Clothing,4,1200.32,Credit Card,2021-10-25,Istinye Park,2021,October
Male,20,Shoes,5,3000.85,Cash,2021-03-30,Mall of Istanbul,2021,March
Male,33,Clothing,4,1200.32,Credit Card,2021-09-01,Metrocity,2021,September
Female,46,Souvenir,3,35.19,Cash,2021-09-17,Mall of Istanbul,2021,September
Male,32,Food & Beverage,3,15.69,Credit Card,2022-11-18,Metrocity,2022,November
Male,67,Clothing,5,1500.4,Credit Card,2022-11-29,Cevahir AVM,2022,November
Female,60,Food & Beverage,2,10.46,Credit Card,2022-12-25,Metrocity,2022,December
Male,58,Food & Beverage,4,20.92,Cash,2021-05-08,Kanyon,2021,May
Female,48,Shoes,4,2400.68,Cash,2021-01-01,Kanyon,2021,January
Male,21,Toys,5,179.2,Cash,2022-05-28,Istinye Park,2022,May
Male,38,Technology,4,4200.0,Debit Card,2022-12-05,Metrocity,2022,December
Male,51,Food & Beverage,5,26.15,Debit Card,2022-07-16,Kanyon,2022,July
Female,69,Cosmetics,3,121.98,Cash,2021-01-29,Metrocity,2021,January
Male,42,Clothing,3,900.24,Credit Card,2022-06-03,Kanyon,2022,June
Female,53,Books,3,45.45,Cash,2021-11-12,Kanyon,2021,November
Male,56,Clothing,3,900.24,Cash,2022-01-19,Mall of Istanbul,2022,January
Female,61,Books,3,45.45,Cash,2021-09-21,Istinye Park,2021,September
Male,55,Clothing,5,1500.4,Cash,2022-11-02,Mall of Istanbul,2022,November
Male,46,Clothing,3,900.24,Debit Card,2022-09-22,Kanyon,2022,September
Female,44,Clothing,3,900.24,Cash,2022-05-14,Kanyon,2022,May
Female,45,Books,1,15.15,Cash,2022-07-26,Kanyon,2022,July
Male,64,Shoes,1,600.17,Credit Card,2022-10-22,Istinye Park,2022,October
Male,37,Cosmetics,3,121.98,Cash,2021-11-07,Kanyon,2021,November
Female,36,Food & Beverage,1,5.23,Cash,2021-06-16,Mall of Istanbul,2021,June
Male,52,Cosmetics,4,162.64,Credit Card,2022-01-28,Metrocity,2022,January
Female,34,Clothing,1,300.08,Credit Card,2023-02-28,Metropol AVM,2023,February
Female,63,Cosmetics,1,40.66,Credit Card,2022-12-05,Mall of Istanbul,2022,December
Female,30,Clothing,1,300.08,Credit Card,2022-07-02,Forum Istanbul,2022,July
Female,19,Clothing,5,1500.4,Debit Card,2021-06-27,Metropol AVM,2021,June
Male,69,Souvenir,5,58.65,Cash,2021-01-28,Mall of Istanbul,2021,January
Male,37,Clothing,5,1500.4,Cash,2023-06-01,Forum Istanbul,2023,June
Female,47,Cosmetics,4,162.64,Cash,2022-12-21,Forum Istanbul,2022,December
Male,35,Clothing,1,300.08,Cash,2022-12-14,Istinye Park,2022,December
Female,32,Cosmetics,3,121.98,Debit Card,2021-04-12,Emaar Square Mall,2021,April
Male,56,Clothing,2,600.16,Credit Card,2022-10-04,Mall of Istanbul,2022,October
Female,47,Cosmetics,1,40.66,Cash,2021-02-06,Istinye Park,2021,February
Female,51,Souvenir,1,11.73,Credit Card,2021-02-05,Metropol AVM,2021,February
Female,68,Clothing,2,600.16,Debit Card,2022-02-12,Istinye Park,2022,February
Female,22,Toys,1,35.84,Debit Card,2022-10-23,Mall of Istanbul,2022,October
Female,68,Books,3,45.45,Debit Card,2021-03-16,Viaport Outlet,2021,March
Female,63,Toys,4,143.36,Cash,2022-04-21,Mall of Istanbul,2022,April
Female,57,Shoes,3,1800.51,Debit Card,2022-06-09,Mall of Istanbul,2022,June
Female,21,Clothing,5,1500.4,Credit Card,2021-12-17,Zorlu Center,2021,December
Female,46,Clothing,4,1200.32,Credit Card,2022-07-04,Kanyon,2022,July
Male,54,Souvenir,2,23.46,Credit Card,2022-09-08,Istinye Park,2022,September
Female,65,Cosmetics,4,162.64,Debit Card,2022-04-12,Mall of Istanbul,2022,April
Male,64,Clothing,1,300.08,Credit Card,2021-06-07,Kanyon,2021,June
Male,40,Clothing,5,1500.4,Credit Card,2023-03-03,Mall of Istanbul,2023,March
Female,54,Clothing,3,900.24,Cash,2022-01-19,Metropol AVM,2022,January
Male,56,Clothing,1,300.08,Debit Card,2023-07-01,Cevahir AVM,2023,July
Female,25,Clothing,1,300.08,Cash,2022-07-06,Kanyon,2022,July
Female,24,Food & Beverage,1,5.23,Credit Card,2022-01-24,Viaport Outlet,2022,January
Male,44,Toys,3,107.52,Debit Card,2022-06-19,Kanyon,2022,June
Female,38,Technology,4,4200.0,Cash,2021-12-06,Metropol AVM,2021,December
Female,57,Clothing,4,1200.32,Cash,2021-11-20,Istinye Park,2021,November
Female,62,Clothing,4,1200.32,Cash,2021-08-30,Metrocity,2021,August
Male,69,Cosmetics,2,81.32,Cash,2021-07-31,Zorlu Center,2021,July
Male,57,Food & Beverage,3,15.69,Cash,2022-09-10,Mall of Istanbul,2022,September
Female,36,Cosmetics,2,81.32,Cash,2021-04-08,Metropol AVM,2021,April
Female,33,Clothing,2,600.16,Debit Card,2021-07-30,Istinye Park,2021,July
Female,44,Technology,5,5250.0,Debit Card,2022-12-20,Kanyon,2022,December
Female,59,Clothing,4,1200.32,Cash,2022-07-27,Kanyon,2022,July
Male,41,Shoes,2,1200.34,Cash,2021-10-14,Kanyon,2021,October
Female,20,Books,2,30.3,Credit Card,2022-11-05,Mall of Istanbul,2022,November
Male,23,Cosmetics,4,162.64,Cash,2022-01-19,Cevahir AVM,2022,January
Female,54,Clothing,2,600.16,Cash,2021-05-24,Mall of Istanbul,2021,May
Female,57,Food & Beverage,3,15.69,Debit Card,2021-05-14,Metrocity,2021,May
Female,64,Souvenir,1,11.73,Credit Card,2022-09-05,Emaar Square Mall,2022,September
Male,53,Clothing,5,1500.4,Credit Card,2021-12-29,Metrocity,2021,December
Female,33,Books,3,45.45,Credit Card,2022-06-05,Zorlu Center,2022,June
Female,64,Food & Beverage,4,20.92,Cash,2021-10-22,Metrocity,2021,October
Female,48,Cosmetics,3,121.98,Debit Card,2021-02-08,Metrocity,2021,February
Male,51,Clothing,5,1500.4,Credit Card,2023-03-01,Istinye Park,2023,March
Male,23,Clothing,1,300.08,Credit Card,2022-07-23,Emaar Square Mall,2022,July
Female,44,Toys,1,35.84,Credit Card,2021-01-23,Mall of Istanbul,2021,January
Male,62,Shoes,2,1200.34,Cash,2022-08-04,Mall of Istanbul,2022,August
Female,66,Food & Beverage,5,26.15,Credit Card,2021-01-01,Metrocity,2021,January
Female,61,Shoes,4,2400.68,Cash,2022-06-24,Mall of Istanbul,2022,June
Female,67,Clothing,2,600.16,Credit Card,2021-10-15,Mall of Istanbul,2021,October
Female,57,Food & Beverage,3,15.69,Debit Card,2023-01-27,Metrocity,2023,January
Female,51,Cosmetics,1,40.66,Cash,2021-11-28,Viaport Outlet,2021,November
Female,34,Clothing,5,1500.4,Credit Card,2022-06-02,Emaar Square Mall,2022,June
Female,48,Clothing,5,1500.4,Cash,2022-12-06,Mall of Istanbul,2022,December
Female,36,Clothing,1,300.08,Cash,2022-01-30,Istinye Park,2022,January
Female,37,Shoes,4,2400.68,Debit Card,2022-02-19,Kanyon,2022,February
Female,27,Clothing,3,900.24,Credit Card,2022-03-03,Istinye Park,2022,March
Female,30,Shoes,3,1800.51,Credit Card,2022-09-23,Mall of Istanbul,2022,September
Male,42,Clothing,3,900.24,Debit Card,2021-07-14,Emaar Square Mall,2021,July
Female,51,Food & Beverage,5,26.15,Credit Card,2022-06-11,Istinye Park,2022,June
Female,69,Clothing,2,600.16,Credit Card,2022-11-27,Kanyon,2022,November
Male,61,Cosmetics,5,203.3,Credit Card,2022-01-16,Cevahir AVM,2022,January
Female,39,Food & Beverage,5,26.15,Credit Card,2022-08-29,Viaport Outlet,2022,August
Female,42,Food & Beverage,1,5.23,Credit Card,2022-12-30,Metropol AVM,2022,December
Male,27,Clothing,2,600.16,Debit Card,2023-02-23,Mall of Istanbul,2023,February
Female,63,Food & Beverage,4,20.92,Credit Card,2022-07-21,Cevahir AVM,2022,July
Female,26,Cosmetics,2,81.32,Cash,2021-02-23,Viaport Outlet,2021,February
Female,57,Clothing,1,300.08,Cash,2022-12-13,Istinye Park,2022,December
Female,60,Clothing,2,600.16,Cash,2023-10-01,Metropol AVM,2023,October
Female,26,Toys,3,107.52,Cash,2022-08-30,Metropol AVM,2022,August
Male,52,Technology,1,1050.0,Cash,2022-05-30,Mall of Istanbul,2022,May
Male,43,Clothing,5,1500.4,Credit Card,2022-08-08,Metropol AVM,2022,August
Male,43,Clothing,3,900.24,Cash,2022-04-26,Forum Istanbul,2022,April
Female,57,Clothing,2,600.16,Cash,2023-10-01,Metropol AVM,2023,October
Male,69,Shoes,5,3000.85,Cash,2022-11-03,Forum Istanbul,2022,November
Male,57,Food & Beverage,2,10.46,Debit Card,2022-08-11,Kanyon,2022,August
Male,32,Cosmetics,4,162.64,Cash,2021-09-14,Metropol AVM,2021,September
Male,29,Books,2,30.3,Cash,2022-03-04,Mall of Istanbul,2022,March
Female,49,Clothing,4,1200.32,Credit Card,2022-03-15,Kanyon,2022,March
Female,46,Toys,5,179.2,Cash,2021-04-28,Kanyon,2021,April
Male,23,Toys,1,35.84,Cash,2023-01-28,Istinye Park,2023,January
Female,39,Shoes,2,1200.34,Cash,2022-03-20,Istinye Park,2022,March
Male,47,Toys,5,179.2,Credit Card,2021-01-17,Mall of Istanbul,2021,January
Male,63,Toys,4,143.36,Credit Card,2021-01-20,Metropol AVM,2021,January
Female,24,Food & Beverage,5,26.15,Cash,2021-02-15,Emaar Square Mall,2021,February
Male,55,Technology,3,3150.0,Credit Card,2023-02-23,Mall of Istanbul,2023,February
Female,49,Souvenir,5,58.65,Cash,2022-08-22,Emaar Square Mall,2022,August
Female,66,Clothing,4,1200.32,Cash,2021-09-08,Istinye Park,2021,September
Male,58,Clothing,3,900.24,Credit Card,2021-11-17,Kanyon,2021,November
Male,63,Shoes,4,2400.68,Cash,2021-08-11,Mall of Istanbul,2021,August
Male,55,Shoes,5,3000.85,Cash,2021-08-26,Istinye Park,2021,August
Female,56,Clothing,5,1500.4,Debit Card,2021-06-16,Forum Istanbul,2021,June
Female,60,Shoes,3,1800.51,Credit Card,2022-07-31,Forum Istanbul,2022,July
Female,55,Cosmetics,4,162.64,Credit Card,2022-09-22,Istinye Park,2022,September
Female,55,Clothing,1,300.08,Credit Card,2021-05-19,Istinye Park,2021,May
Female,37,Food & Beverage,2,10.46,Cash,2022-10-07,Kanyon,2022,October
Female,64,Toys,5,179.2,Cash,2021-05-06,Istinye Park,2021,May
Male,64,Clothing,1,300.08,Cash,2021-08-21,Metrocity,2021,August
Male,31,Toys,4,143.36,Credit Card,2021-04-02,Kanyon,2021,April
Female,20,Toys,3,107.52,Cash,2021-10-16,Kanyon,2021,October
Female,62,Food & Beverage,5,26.15,Cash,2022-01-19,Forum Istanbul,2022,January
Male,54,Clothing,1,300.08,Debit Card,2022-09-19,Metrocity,2022,September
Female,43,Cosmetics,2,81.32,Cash,2022-03-23,Metrocity,2022,March
Male,43,Shoes,2,1200.34,Credit Card,2021-09-09,Metropol AVM,2021,September
Male,65,Clothing,5,1500.4,Cash,2021-01-11,Metrocity,2021,January
Female,29,Technology,2,2100.0,Cash,2022-08-25,Kanyon,2022,August
Male,29,Clothing,5,1500.4,Cash,2022-07-15,Viaport Outlet,2022,July
Male,62,Cosmetics,2,81.32,Debit Card,2022-04-17,Kanyon,2022,April
Female,52,Cosmetics,2,81.32,Credit Card,2022-07-17,Metropol AVM,2022,July
Female,24,Cosmetics,2,81.32,Cash,2022-10-17,Mall of Istanbul,2022,October
Male,58,Shoes,4,2400.68,Credit Card,2022-10-10,Metrocity,2022,October
Female,59,Clothing,1,300.08,Cash,2021-08-12,Metrocity,2021,August
Male,42,Clothing,1,300.08,Cash,2022-07-31,Kanyon,2022,July
Male,48,Shoes,4,2400.68,Cash,2022-07-04,Metropol AVM,2022,July
Female,19,Food & Beverage,4,20.92,Credit Card,2021-03-04,Metrocity,2021,March
Male,39,Cosmetics,1,40.66,Cash,2021-10-13,Cevahir AVM,2021,October
Female,64,Clothing,4,1200.32,Debit Card,2021-04-02,Mall of Istanbul,2021,April
Female,57,Cosmetics,2,81.32,Credit Card,2022-01-15,Forum Istanbul,2022,January
Female,22,Food & Beverage,5,26.15,Debit Card,2022-08-03,Mall of Istanbul,2022,August
Male,27,Clothing,5,1500.4,Cash,2022-08-13,Forum Istanbul,2022,August
Female,48,Food & Beverage,4,20.92,Credit Card,2022-06-17,Forum Istanbul,2022,June
Female,43,Technology,1,1050.0,Credit Card,2022-06-23,Metropol AVM,2022,June
Female,64,Clothing,4,1200.32,Credit Card,2022-03-21,Kanyon,2022,March
Female,31,Clothing,4,1200.32,Debit Card,2022-10-26,Metropol AVM,2022,October
Female,46,Clothing,3,900.24,Debit Card,2021-12-12,Kanyon,2021,December
Female,58,Food & Beverage,3,15.69,Credit Card,2021-07-31,Metrocity,2021,July
Male,38,Toys,2,71.68,Cash,2023-02-19,Zorlu Center,2023,February
Male,33,Clothing,4,1200.32,Cash,2021-02-08,Kanyon,2021,February
Female,32,Shoes,5,3000.85,Cash,2023-09-01,Kanyon,2023,September
Female,39,Food & Beverage,4,20.92,Credit Card,2023-01-25,Kanyon,2023,January
Female,69,Technology,5,5250.0,Credit Card,2022-07-20,Metrocity,2022,July
Male,22,Cosmetics,3,121.98,Debit Card,2021-01-17,Istinye Park,2021,January
Female,34,Food & Beverage,4,20.92,Credit Card,2022-05-03,Metropol AVM,2022,May
Female,47,Toys,5,179.2,Credit Card,2021-08-02,Kanyon,2021,August
Male,44,Cosmetics,3,121.98,Cash,2022-03-09,Mall of Istanbul,2022,March
Male,69,Toys,2,71.68,Debit Card,2022-03-06,Metrocity,2022,March
Male,64,Clothing,1,300.08,Cash,2022-09-17,Viaport Outlet,2022,September
Female,54,Clothing,5,1500.4,Debit Card,2022-02-04,Cevahir AVM,2022,February
Male,29,Clothing,4,1200.32,Cash,2022-05-20,Kanyon,2022,May
Female,51,Souvenir,1,11.73,Cash,2021-03-12,Istinye Park,2021,March
Female,32,Toys,3,107.52,Debit Card,2021-11-14,Mall of Istanbul,2021,November
Male,23,Clothing,5,1500.4,Credit Card,2022-04-03,Metrocity,2022,April
Female,20,Clothing,1,300.08,Credit Card,2021-03-10,Cevahir AVM,2021,March
Male,40,Souvenir,3,35.19,Cash,2021-04-30,Istinye Park,2021,April
Male,39,Clothing,1,300.08,Cash,2021-05-22,Metrocity,2021,May
Male,57,Books,1,15.15,Debit Card,2022-10-24,Mall of Istanbul,2022,October
Female,24,Clothing,3,900.24,Cash,2022-07-19,Cevahir AVM,2022,July
Female,50,Toys,4,143.36,Cash,2021-09-16,Metropol AVM,2021,September
Female,37,Shoes,3,1800.51,Cash,2021-12-05,Metrocity,2021,December
Female,49,Souvenir,5,58.65,Cash,2022-11-15,Istinye Park,2022,November
Female,56,Toys,2,71.68,Cash,2022-05-27,Mall of Istanbul,2022,May
Female,45,Toys,1,35.84,Cash,2022-08-26,Mall of Istanbul,2022,August
Female,49,Toys,1,35.84,Credit Card,2023-02-28,Istinye Park,2023,February
Male,55,Shoes,5,3000.85,Cash,2022-01-12,Istinye Park,2022,January
Female,38,Clothing,5,1500.4,Credit Card,2021-05-16,Kanyon,2021,May
Female,45,Shoes,1,600.17,Credit Card,2022-01-01,Metropol AVM,2022,January
Male,45,Books,3,45.45,Cash,2022-10-07,Mall of Istanbul,2022,October
Female,21,Toys,1,35.84,Credit Card,2021-12-15,Zorlu Center,2021,December
Female,22,Toys,4,143.36,Cash,2022-07-24,Metrocity,2022,July
Female,37,Food & Beverage,1,5.23,Debit Card,2022-11-09,Istinye Park,2022,November
Male,47,Clothing,3,900.24,Credit Card,2021-12-16,Kanyon,2021,December
Male,43,Food & Beverage,3,15.69,Cash,2022-11-09,Kanyon,2022,November
Male,48,Clothing,4,1200.32,Cash,2022-10-22,Zorlu Center,2022,October
Female,64,Cosmetics,2,81.32,Credit Card,2023-02-03,Metrocity,2023,February
Female,18,Clothing,3,900.24,Cash,2023-09-02,Mall of Istanbul,2023,September
Female,41,Clothing,1,300.08,Cash,2021-05-31,Metrocity,2021,May
Male,69,Cosmetics,2,81.32,Credit Card,2021-05-02,Forum Istanbul,2021,May
Female,27,Cosmetics,4,162.64,Cash,2021-12-11,Metrocity,2021,December
Female,48,Toys,2,71.68,Cash,2021-06-21,Kanyon,2021,June
Female,44,Clothing,3,900.24,Cash,2021-01-10,Mall of Istanbul,2021,January
Female,56,Food & Beverage,1,5.23,Debit Card,2022-05-14,Forum Istanbul,2022,May
Female,40,Toys,5,179.2,Cash,2021-03-08,Emaar Square Mall,2021,March
Female,68,Food & Beverage,5,26.15,Credit Card,2021-04-01,Kanyon,2021,April
Female,53,Clothing,1,300.08,Credit Card,2022-03-31,Metrocity,2022,March
Male,48,Cosmetics,2,81.32,Debit Card,2022-08-20,Forum Istanbul,2022,August
Female,18,Clothing,4,1200.32,Credit Card,2021-01-31,Emaar Square Mall,2021,January
Female,57,Toys,1,35.84,Cash,2021-05-10,Metropol AVM,2021,May
Male,47,Clothing,3,900.24,Cash,2022-11-17,Metrocity,2022,November
Male,24,Books,4,60.6,Debit Card,2022-01-21,Kanyon,2022,January
Female,39,Toys,4,143.36,Credit Card,2021-02-08,Forum Istanbul,2021,February
Female,43,Books,4,60.6,Cash,2021-07-23,Kanyon,2021,July
